Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Rating,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance_km,DeliveryTimeMins,RestaurantID,CustomerID,OrderID,Age,AgeGroup,Gender,IncomeLevel,OrderFrequency,Location,PreferredCuisine,Area,City,RestaurantName,Price,AvgRating,Total ratings,FoodType,Address,Delivery time,ReducedTime,Delivery Band,Reduced DeliveryTime
Very High,3B04,PUNERES08DEL01,clear sky,Drinks,motorcycle,22,4.8,1.853.408,7.389.852,1.864.408,7.400.852,23.32,47,0,23.93,71.7,45221,8909,3B04,19,18-25,Female,Medium,High,Bangalore,Tandoor,Jorasanko,Kolkata,Jay Ambe Bhojanalaya,200,3.9,100,North Indian,Ballav Das Street,45,64.53,31-45 mins,64.53
High,1AA1,BANGRES03DEL03,haze,Meal,motorcycle,26,4.5,12.979.166,77.640.709,13.039.166,77.700.709,22.49,74,0,12.05,36.1,307070,1667,1AA1,26,26-35,Female,Low,Low,Bangalore,Punjabi,Nanpura,Surat,Pizza Pie,300,2.9,80,Pizzas,Nanpura,50,32.49,45+ mins,32.49
High,579,BANGRES02DEL03,haze,Meal,scooter,29,4.6,12.970.221,77.645.396,13.030.221,77.705.396,22.69,74,0,11.41,35.65,399842,1672,579,20,18-25,Male,High,High,Bangalore,Snacks,Indiranagar,Bangalore,Burgerhaus Gourmet Burgers,600,3.9,100,"American,Continental,Beverages,Desserts",Indiranagar,58,32.085,45+ mins,32.085
Low,BFD6,DEHRES06DEL03,clear sky,Meal,motorcycle,38,4.7,30.361.281,78.068.022,30.391.281,78.098.022,16.05,79,0,5.07,15.6,399842,4219,BFD6,56,46+,Male,Low,Low,Bangalore,Tandoor,Indiranagar,Bangalore,Burgerhaus Gourmet Burgers,600,3.9,100,"American,Continental,Beverages,Desserts",Indiranagar,58,14.04,45+ mins,14.04
High,87F3,BANGRES17DEL01,haze,Buffet,motorcycle,29,4.8,12.972.532,77.608.179,13.012.532,77.648.179,22.77,73,0,7,35.95,26577,1678,87F3,24,18-25,Female,Medium,Medium,Bangalore,Mughlai,Ghatkopar East,Mumbai,Lalta Pav Bhaji (Vikrant Circle),200,4.3,500,"Fast Food,Chinese,Beverages,Juices",Sindhu Wadi,45,32.355,31-45 mins,32.355
High,CF0B,KOCRES02DEL01,scattered clouds,Buffet,scooter,34,3.9,10.028.047,76.310.019,10.098.047,76.380.019,24.24,91,0,16.84,39.05,320455,2540,CF0B,21,18-25,Female,Medium,Low,Bangalore,Mughlai,Memnagar,Ahmedabad,Masala Street,500,2.9,80,"North Indian,Biryani,Desserts",Vastrapur,53,35.145,45+ mins,35.145
High,6655,CHENRES03DEL01,overcast clouds,Buffet,motorcycle,23,5,13.091.809,80.219.104,13.161.809,80.289.104,28.45,81,0,21.53,46.95,55847,1682,6655,24,18-25,Male,Medium,Medium,Bangalore,North Indian,Pitam Pura,Delhi,Aapki Rasoi,200,3.3,100,"North Indian,Tandoor,Indian,Punjabi",Vardhman Market,35,42.255,31-45 mins,42.255
Low,7A89,JAPRES19DEL03,haze,Meal,electric_scooter,26,5,26.913.726,7.575.282,26.943.726,7.578.282,23.6,46,0,7.34,21.3,55847,4033,7A89,45,36-45,Male,Medium,High,Bangalore,Punjabi,Pitam Pura,Delhi,Aapki Rasoi,200,3.3,100,"North Indian,Tandoor,Indian,Punjabi",Vardhman Market,35,19.17,31-45 mins,19.17
High,DE03,KNPRES15DEL02,clear sky,Snack,motorcycle,36,4.6,26.482.419,80.320.939,26.562.419,80.400.939,25.62,42,0,16.95,45,408153,1684,DE03,60,46+,Female,Low,High,Bangalore,Chinese,Alipore,Kolkata,The Bread Ninja,200,2.9,80,"Italian,Pizzas",Alipore,77,40.5,45+ mins,40.5
High,4022,RANCHIRES17DEL02,mist,Drinks,motorcycle,38,4.7,23.374.878,85.335.739,23.454.878,85.415.739,20.19,83,0,16.45,50,313464,1687,4022,56,46+,Female,High,Medium,Bangalore,Mughlai,New Tippasandra,Bangalore,Leancrust Pizza - Thincrust Experts,350,3.5,50,"Pizzas,Italian",Indira Nagar,60,45,45+ mins,45
Very High,861,MYSRES03DEL02,clear sky,Meal,bicycle,29,4.6,12.299.524,7.664.262,12.429.524,7.677.262,20.29,68,0,26.08,47.2,61790,8697,861,28,26-35,Female,Low,High,Bangalore,Mughlai,Koramangala,Bangalore,Sardarji Londonwaley,350,4,500,"Indian,North Indian,Punjabi,Chinese,Biryani",Koramangala,55,42.48,45+ mins,42.48
High,B182,BANGRES13DEL01,haze,Drinks,motorcycle,38,4.9,12.935.662,7.761.413,13.005.662,7.768.413,22.86,73,0,14.07,49.25,25923,1689,B182,29,26-35,Male,Medium,Low,Bangalore,Desserts,Kalyani Nagar,Pune,Mineority By Saby,600,2.9,80,"North Indian,Continental,Indian,Tandoor,Oriental,Chinese,Pastas,Pizzas",Kalyani Nagar,63,44.325,45+ mins,44.325
High,DF60,GOARES18DEL03,broken clouds,Snack,motorcycle,30,4.8,1.549.395,73.827.423,1.555.395,73.887.423,28.86,70,0,12.36,42.25,285926,1690,DF60,30,26-35,Male,Medium,Low,Bangalore,Mughlai,Wanowrie,Pune,Nizams Biryani,400,2.9,80,Indian,Wanowrie,65,38.025,45+ mins,38.025
High,92A3,PUNERES15DEL01,clear sky,Buffet,scooter,29,4.9,18.636.215,73.751.081,18.706.215,73.821.081,22.35,49,0,16.48,44.1,44255,1691,92A3,27,26-35,Female,Medium,High,Bangalore,South Indian,Jadavpur,Kolkata,Spice 2 Go,200,4,1000,"Indian,Chinese",Price Golam Hussain Shah Road,77,39.69,45+ mins,39.69
High,6FEA,MUMRES14DEL03,smoke,Drinks,scooter,35,4.9,191.813,72.836.191,192.413,72.896.191,28.14,54,0,11.92,50.15,158998,1692,6FEA,22,18-25,Female,Medium,High,Bangalore,Punjabi,Haripura,Surat,Mahesh Dosa Center,200,4.2,20,South Indian,Ruwala Tekra Bhagal,38,45.135,31-45 mins,45.135
High,A710,INDORES17DEL02,clear sky,Buffet,motorcycle,33,4.6,22.761.226,75.887.522,22.841.226,75.967.522,22.21,44,0,14.61,38.45,37629,1702,A710,39,36-45,Female,Low,Low,Bangalore,Punjabi,Chetpet,Chennai,Shree Mithai,250,4.5,1000,"Desserts,Street Food,Chaat",Chetpet,37,34.605,31-45 mins,34.605
Very High,69D7,INDORES16DEL02,clear sky,Drinks,scooter,22,4.6,22.744.648,75.894.377,22.874.648,76.024.377,17.24,53,0,31.62,58.45,37629,8043,69D7,60,46+,Female,Medium,Low,Bangalore,Biryani,Chetpet,Chennai,Shree Mithai,250,4.5,1000,"Desserts,Street Food,Chaat",Chetpet,37,52.605,31-45 mins,52.605
High,28AD,JAPRES010DEL02,clear sky,Snack,motorcycle,24,4.6,26.921.411,75.793.604,27.001.411,75.873.604,23.72,28,0,15.56,42.75,214833,1704,28AD,23,18-25,Female,High,Low,Bangalore,Biryani,Pashan,Pune,Cnp House - Chicken And Paratha,350,3.9,20,"North Indian,Tandoor,Biryani,Punjabi,Kebabs,Beverages",Orange County Baner Pashan Link Road,75,38.475,45+ mins,38.475
Very High,6F46,HYDRES17DEL03,broken clouds,Drinks,scooter,31,4.6,17.451.976,78.385.883,17.541.976,78.475.883,21.27,66,0,24.76,61.95,61128,7972,6F46,42,36-45,Male,High,Medium,Bangalore,Chinese,Kurla,Mumbai,Hotel Sunny,700,4.4,100,"Indian,Thalis",Chembur,43,55.755,31-45 mins,55.755
Moderate,68AF,CHENRES15DEL01,mist,Buffet,motorcycle,22,4.7,13.026.286,80.275.235,13.066.286,80.315.235,28.55,82,0,8.77,28.45,52533,5936,68AF,54,46+,Female,Low,Low,Bangalore,Tandoor,Karve Nagar,Pune,Fish Land,500,3.9,100,Seafood,Kothrud,58,25.605,45+ mins,25.605
Very Low,7213,HYDRES18DEL01,broken clouds,Buffet,motorcycle,25,4.9,17.450.851,78.379.347,17.460.851,78.389.347,21.26,65,0,3.48,13.3,36664,9546,7213,31,26-35,Male,High,Low,Bangalore,Mughlai,Navrangpura,Ahmedabad,Cuppuccino,300,3.7,50,"Italian,Pastas,Beverages,Snacks,Desserts,Pizzas,Mexican,American",Navrangpura,44,11.97,31-45 mins,11.97
High,1.40E+01,RANCHIRES07DEL03,mist,Drinks,motorcycle,31,4.5,23.359.407,85.325.055,23.419.407,85.385.055,20.22,83,0,11.46,50.35,415600,2032,1.40E+01,45,36-45,Female,Medium,Medium,Bangalore,Biryani,Matunga Wadala,Mumbai,Wah Malvan,299,2.9,80,North Indian,Matunga Wadala,57,45.315,45+ mins,45.315
High,613A,SURRES06DEL01,clear sky,Meal,scooter,37,4,21.185.047,7.280.859,21.295.047,7.291.859,24.9,42,0,22.17,45.15,29851,1715,613A,25,18-25,Female,Medium,Medium,Bangalore,Desserts,Rohini,Delhi,Firangi Bake,400,4.1,50,"Italian,Mexican,Pastas",Sector 8,46,40.635,45+ mins,40.635
High,85A7,CHENRES14DEL03,mist,Meal,scooter,29,4.9,13.026.279,80.174.568,13.116.279,80.264.568,28.45,82,0,26.98,46.25,375967,1722,85A7,22,18-25,Female,Medium,Medium,Bangalore,Mughlai,Bkc,Mumbai,Olive Pizzeria,800,2.9,80,"Pizzas,Fast Food,Italian",Scruz Bandra East,48,41.625,45+ mins,41.625
High,CBFD,KNPRES12DEL01,clear sky,Meal,scooter,33,5,26.492.106,80.327.797,26.562.106,80.397.797,25.62,42,0,16.06,40,280870,1768,CBFD,53,46+,Male,Medium,Medium,Bangalore,Biryani,Wanowrie,Pune,Peshavari Tadka,400,2.9,80,"Indian,Thalis,Chinese",Wanowrie,65,36,45+ mins,36
High,70C1,MYSRES13DEL03,clear sky,Buffet,scooter,27,4.5,12.310.972,76.659.264,12.370.972,76.719.264,20.7,68,0,12.35,33.8,235838,1739,70C1,33,26-35,Female,Low,Medium,Bangalore,Snacks,Banjara Hills,Hyderabad,Express By Ab'S,350,3.7,100,"Biryani,North Indian,Chinese,South Indian",Banjara Hills,67,30.42,45+ mins,30.42
High,B3E3,BANGRES06DEL02,haze,Buffet,motorcycle,27,4.8,12.979.096,77.640.625,13.029.096,77.690.625,22.63,74,0,11.16,35,40443,1740,B3E3,18,18-25,Female,Medium,Low,Bangalore,Mughlai,Rajajinagar,Bangalore,New Shanti Sagar,200,4,1000,"South Indian,Chinese,North Indian,Fast Food",Bashyam Circle,50,31.5,45+ mins,31.5
Moderate,E01F,KOLRES08DEL01,haze,Snack,motorcycle,33,4.1,2.253.796,88.349.843,2.257.796,88.389.843,22.99,83,0,8.58,28.25,306639,5357,E01F,21,18-25,Female,Medium,Low,Bangalore,Gujarati,Koramangala,Bangalore,The Coorg Food Co.,750,4.3,100,South Indian,Koramangala,58,25.425,45+ mins,25.425
Low,E1A3,GOARES04DEL02,scattered clouds,Buffet,motorcycle,24,4.6,155.696,73.742.294,155.896,73.762.294,28.97,70,0,4.42,23.5,118546,3863,E1A3,56,46+,Male,Low,Medium,Bangalore,Snacks,Chembur,Mumbai,Chelaram Farsan,100,4.4,100,Snacks  Sweets,Chembur,48,21.15,45+ mins,21.15
High,3065,VADRES01DEL02,haze,Buffet,scooter,39,4.3,22.307.898,73.167.788,22.387.898,73.247.788,23.99,64,0,16.44,37.6,382904,1748,3065,25,18-25,Female,High,Medium,Bangalore,North Indian,Basaveshwaranagar,Bangalore,Jai Matharani Chats,200,2.9,80,"Chaat,Juices,Beverages",Basaveshwaranagar,57,33.84,45+ mins,33.84
Low,96B,CHENRES15DEL01,mist,Meal,scooter,29,4.6,13.026.286,80.275.235,13.066.286,80.315.235,28.54,82,0.6,8.77,22.7,37111,4454,96B,20,18-25,Male,Low,Low,Bangalore,North Indian,Ahmedabad,Ahmedabad,Baker'S Den,200,4.3,100,Bakery,Panjra Pole,38,20.43,31-45 mins,20.43
High,A3A4,JAPRES20DEL03,clear sky,Snack,motorcycle,36,4.5,26.956.431,75.776.649,27.016.431,75.836.649,23.29,27,0,12.04,41.75,5916,1754,A3A4,58,46+,Male,Medium,High,Bangalore,Gujarati,Sivanchetti Gardens,Bangalore,Carnival De Goa,500,4.1,100,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental",Kensington Point,48,37.575,45+ mins,37.575
Moderate,31C7,SURRES05DEL02,mist,Snack,motorcycle,26,4.8,21.175.104,72.804.342,21.225.104,72.854.342,25.01,73,0,9.53,32.3,5916,5976,31C7,32,26-35,Female,Medium,Low,Bangalore,Tandoor,Sivanchetti Gardens,Bangalore,Carnival De Goa,500,4.1,100,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental",Kensington Point,48,29.07,45+ mins,29.07
High,5AC6,VADRES11DEL02,haze,Snack,scooter,27,4.8,22.308.096,73.167.753,22.388.096,73.247.753,23.99,64,0,16.42,39.5,365769,1755,5AC6,19,18-25,Female,Medium,Medium,Bangalore,Tandoor,Jodhpur Park,Kolkata,Steam In Mugs,300,3.6,20,"Continental,Chinese,Desserts",Jadavpur,82,35.55,45+ mins,35.55
High,47B3,JAPRES010DEL01,haze,Drinks,scooter,35,4.7,26.921.411,75.793.604,26.961.411,75.833.604,22.62,46,0,15.27,54.5,66160,1757,47B3,60,46+,Female,Medium,Low,Bangalore,Lucknowi,New Magdalla,Surat,Kailash Parbat,300,3.6,50,"Punjabi,Snacks,Chinese,Beverages",Food Court Vr Mall,65,49.05,45+ mins,49.05
High,561F,COIMBRES010DEL03,haze,Drinks,scooter,23,4.6,11.003.008,7.697.544,11.093.008,7.706.544,26,73,0,16.69,45.75,403632,1758,561F,48,46+,Male,Low,Medium,Bangalore,Tandoor,Somajiguda & Khairtabad,Hyderabad,Kushi Tiffin Center,100,2.9,80,South Indian,Somajiguda & Khairtabad,48,41.175,45+ mins,41.175
Low,36D1,INDORES16DEL02,haze,Buffet,scooter,21,4.9,22.744.648,75.894.377,22.764.648,75.914.377,22.11,60,0,5.67,19.75,46593,4191,36D1,50,46+,Female,Medium,Low,Bangalore,Biryani,Kothrud,Pune,Hotel Surya Biryani,200,2.9,80,"Punjabi,Chinese,Maharashtrian",Kothrud,75,17.775,45+ mins,17.775
High,4BD8,CHENRES02DEL02,mist,Buffet,scooter,38,4.7,13.086.438,80.220.672,13.136.439,80.270.672,28.47,82,0,12.24,41.9,273277,1761,4BD8,58,46+,Female,High,Medium,Bangalore,Snacks,Park Street Area,Kolkata,Ilish Truly Bong Restaurant,1100,3.7,20,Indian,Central Kolkata,56,37.71,45+ mins,37.71
Very High,6DD9,INDORES11DEL02,clear sky,Snack,electric_scooter,27,4.7,22.751.234,7.588.949,22.881.234,7.601.949,17.22,53,0,31.11,53.45,388730,8185,6DD9,39,36-45,Female,High,High,Bangalore,South Indian,Himayath Nagar,Hyderabad,A.M.Tiffin Centre,150,4.1,50,South Indian,Himayath Nagar,29,48.105,21-30 mins,48.105
Moderate,623C,COIMBRES06DEL03,haze,Snack,motorcycle,38,4.7,11.021.278,76.995.017,11.081.278,77.055.017,25.97,73,0,12.91,32.55,441414,6277,623C,32,26-35,Female,Low,Medium,Bangalore,Tandoor,Sanitytestarea,Kolkata,World Of Tandoor,250,2.9,80,"North Indian,Tandoor,Biryani",New Area,59,29.295,45+ mins,29.295
High,82C1,CHENRES01DEL01,mist,Snack,motorcycle,24,4.7,13.005.801,80.250.744,13.075.801,80.320.744,28.55,82,0,13.9,46.6,224354,1766,82C1,42,36-45,Male,Medium,Medium,Bangalore,Lucknowi,Bhowanipore,Kolkata,Kake D Hatti,400,3.9,500,North Indian,Central Kolkata,66,41.94,45+ mins,41.94
High,D99,BANGRES06DEL03,haze,Buffet,motorcycle,25,4.7,12.979.096,77.640.625,13.039.096,77.700.625,22.58,73,0,12.04,38.15,236435,1769,D99,37,36-45,Female,Medium,Medium,Bangalore,Lucknowi,Piplod,Surat,Starbucks Coffee,400,4.5,50,"Beverages,Bakery",Dumas Road,53,34.335,45+ mins,34.335
High,D194,GOARES06DEL02,scattered clouds,Meal,motorcycle,34,4.6,1.556.155,73.749.092,1.564.155,73.829.092,28.81,69,0,17.48,39.75,447668,1770,D194,18,18-25,Female,Medium,Medium,Bangalore,Snacks,Sion Bhakti Park,Mumbai,Foodi House,200,2.9,80,Biryani,Sion Bhakti Park,52,35.775,45+ mins,35.775
High,13ED,RANCHIRES01DEL01,scattered clouds,Meal,motorcycle,36,4.9,23.416.792,85.316.842,23.486.792,85.386.842,20.11,65,0,15.31,34.2,381298,1775,13ED,33,26-35,Male,Low,Low,Bangalore,Punjabi,Kurla,Mumbai,Chinese Adda,250,2.9,80,Chinese,Juhu,44,30.78,31-45 mins,30.78
High,C492,AURGRES19DEL03,haze,Meal,motorcycle,28,4.8,19.866.969,75.318.894,19.926.969,75.378.894,21.77,60,0,18.28,46.3,434672,1776,C492,25,18-25,Female,Medium,Low,Bangalore,Mughlai,Royapettah,Chennai,Chettinese,300,2.9,80,"Chinese,Indian",Royapettah,57,41.67,45+ mins,41.67
Low,7D97,BANGRES01DEL02,haze,Meal,scooter,22,5,12.933.284,77.615.428,12.953.284,77.635.428,23.31,72,0,5.39,21.6,452147,3831,7D97,30,26-35,Female,Low,High,Bangalore,Punjabi,Chembur,Mumbai,Sindh Pani Puri House (Original),180,2.9,80,Street Food,Chembur,48,19.44,45+ mins,19.44
High,959D,SURRES14DEL02,mist,Buffet,motorcycle,32,5,21.157.729,72.768.726,21.237.729,72.848.726,24.93,73,0,14.17,42.05,431497,1781,959D,27,26-35,Male,High,Medium,Bangalore,Biryani,Lake Town,Kolkata,Shree Ganesh Home Kitchen,150,2.9,80,North Indian,Lake Town,98,37.845,45+ mins,37.845
High,4705,HYDRES010DEL01,haze,Buffet,motorcycle,31,5,17.428.294,78.404.423,17.498.294,78.474.423,22.8,60,0,18.95,48.35,432799,1784,4705,27,26-35,Female,High,High,Bangalore,South Indian,Santacruz,Mumbai,Paratha Box - 2X Filling,250,4.5,50,North Indian  Punjabi  Indian  Home Food  Combo  Beverages,Scruz Bandra East,42,43.515,31-45 mins,43.515
High,5.90E+05,BANGRES14DEL03,haze,Buffet,motorcycle,20,4.7,12.949.934,77.699.386,13.009.934,77.759.386,23.11,74,0,13.62,38.95,409412,1787,5.90E+05,28,26-35,Male,Medium,High,Bangalore,Tandoor,Tolichowki,Hyderabad,Bombay Kulfis,100,2.9,80,Desserts,Tolichowki,65,35.055,45+ mins,35.055
Very Low,6D57,MYSRES010DEL01,clear sky,Meal,electric_scooter,27,4.6,12.321.214,76.621.094,12.331.214,76.631.094,20.36,68,0,1.59,5.8,409412,9821,6D57,32,26-35,Male,Medium,Low,Bangalore,Chinese,Tolichowki,Hyderabad,Bombay Kulfis,100,2.9,80,Desserts,Tolichowki,65,5.22,45+ mins,5.22
Very High,3638,JAPRES15DEL01,clear sky,Meal,motorcycle,22,4.6,26.891.191,75.802.083,27.001.191,75.912.083,19.95,46,0,20.5,52.5,311443,7867,3638,27,26-35,Male,High,High,Bangalore,Snacks,Nanpura,Surat,Siddhi Icecream & Thick Shake,200,4.2,20,"Ice Cream,Juices,Desserts,Beverages",Athwa,30,47.25,21-30 mins,47.25
High,BD17,MYSRES010DEL03,clear sky,Buffet,motorcycle,21,4.5,12.321.214,76.621.094,12.381.214,76.681.094,20.81,67,0,16.81,37.5,298606,1795,BD17,45,36-45,Male,High,Low,Bangalore,Lucknowi,Koramangala,Bangalore,Drunken Monkey,300,2.9,80,"Healthy Food,Beverages,Juices",Koramangala,58,33.75,45+ mins,33.75
High,511F,RANCHIRES05DEL03,mist,Snack,scooter,35,4.5,23.355.164,85.324.097,23.385.164,85.354.097,20.1,83,0,7.99,38.5,104342,1796,511F,19,18-25,Male,High,Low,Bangalore,Biryani,New Textile Market,Surat,P. Hotel Bhagat Tarachand,400,4.1,100,"North Indian,Chinese,Punjabi",New Textile Market,39,34.65,31-45 mins,34.65
High,73B4,JAPRES06DEL03,clear sky,Buffet,motorcycle,24,4.6,26.911.927,75.797.282,27.001.927,75.887.282,23.95,28,0,17.16,46.85,437283,1799,73B4,39,36-45,Female,Medium,Medium,Bangalore,Tandoor,Nallakunta & Vidyanagar,Hyderabad,Arbab Kitchen,280,2.9,80,"Biryani,Chinese,Seafood",Nallakunta & Vidyanagar,45,42.165,31-45 mins,42.165
High,3DE1,PUNERES17DEL01,clear sky,Buffet,motorcycle,29,4.6,18.530.963,73.828.972,18.600.963,73.898.972,22.91,49,0,13.88,40.85,402234,1801,3DE1,41,36-45,Male,Low,High,Bangalore,North Indian,Naranpura,Ahmedabad,All In One  Food Point,250,2.9,80,"Snacks,Italian,Continental",Naranpura,52,36.765,45+ mins,36.765
Low,453A,JAPRES19DEL03,haze,Meal,motorcycle,20,4.9,26.913.726,7.575.282,26.943.726,7.578.282,23.6,46,0,7.34,17.2,445269,4223,453A,32,26-35,Female,Medium,Low,Bangalore,Punjabi,Annanagar,Chennai,Foodinbox,350,2.9,80,"North Indian,Chinese,Biryani,Tandoor",Annanagar,76,15.48,45+ mins,15.48
Very High,2B59,CHENRES19DEL03,mist,Drinks,motorcycle,32,4.6,12.986.047,80.218.114,13.076.047,80.308.114,26.49,87,0,18.61,75.1,445269,7890,2B59,18,18-25,Male,Medium,Medium,Bangalore,Mughlai,Annanagar,Chennai,Foodinbox,350,2.9,80,"North Indian,Chinese,Biryani,Tandoor",Annanagar,76,67.59,45+ mins,67.59
High,6AE6,RANCHIRES08DEL03,mist,Meal,motorcycle,39,4,23.353.783,85.326.967,23.413.783,85.386.967,20.2,83,0,11.38,38.6,158172,1806,6AE6,40,36-45,Male,Medium,Medium,Bangalore,Mughlai,Bandra Area,Mumbai,Butterfly High,300,4.5,50,"Indian,South Indian,Chinese,Continental,Desserts",Scruz Bandra East,43,34.74,31-45 mins,34.74
High,BAD 7.00,COIMBRES14DEL03,haze,Buffet,motorcycle,33,3.6,11.003.681,76.975.525,11.093.681,77.065.525,26,73,0,16.82,36.95,158172,2629,BAD 7.00,51,46+,Male,Medium,High,Bangalore,Desserts,Bandra Area,Mumbai,Butterfly High,300,4.5,50,"Indian,South Indian,Chinese,Continental,Desserts",Scruz Bandra East,43,33.255,31-45 mins,33.255
High,A888,RANCHIRES18DEL01,scattered clouds,Meal,motorcycle,35,4,23.351.489,85.324.253,23.461.489,85.434.253,20.23,63,0,18.54,41.6,59590,1807,A888,26,26-35,Male,Medium,Medium,Bangalore,Chinese,Basavanagudi,Bangalore,South Kitchen,150,4.5,100,"Fast Food,South Indian",Basavanagudi,53,37.44,45+ mins,37.44
High,30F5,RANCHIRES06DEL01,scattered clouds,Meal,scooter,27,4.8,23.357.804,85.325.146,23.467.804,85.435.146,20.29,63,0,19.56,44.5,48339,1808,30F5,34,26-35,Female,Medium,High,Bangalore,Biryani,Ulsoor,Bangalore,Royce' Chocolate,750,4.9,20,"Desserts,Sweets,Snacks",Foodhall,48,40.05,45+ mins,40.05
Low,672,RANCHIRES07DEL02,mist,Buffet,scooter,29,4.6,23.359.407,85.325.055,23.379.407,85.345.055,20.08,83,0,3.87,22.6,48339,4174,672,43,36-45,Female,Medium,Low,Bangalore,Desserts,Ulsoor,Bangalore,Royce' Chocolate,750,4.9,20,"Desserts,Sweets,Snacks",Foodhall,48,20.34,45+ mins,20.34
High,DACE,LUDHRES11DEL03,clear sky,Buffet,motorcycle,24,4.6,30.893.081,75.821.495,30.953.081,75.881.495,23.81,38,0,13.18,34.15,239920,1810,DACE,21,18-25,Male,High,Medium,Bangalore,Desserts,Perambur,Chennai,Chennai Mugil Soup,200,2.9,80,Fast Food,Thiru.Vi.Ka.Nagar,59,30.735,45+ mins,30.735
Very High,1401,HYDRES06DEL03,haze,Drinks,motorcycle,38,4.8,17.455.894,78.375.467,17.545.894,78.465.467,23.69,57,0,21.71,57.6,239920,8515,1401,41,36-45,Female,Medium,Low,Bangalore,Lucknowi,Perambur,Chennai,Chennai Mugil Soup,200,2.9,80,Fast Food,Thiru.Vi.Ka.Nagar,59,51.84,45+ mins,51.84
High,1295,MYSRES02DEL02,clear sky,Buffet,motorcycle,31,4.8,12.304.569,76.643.622,12.384.569,76.723.622,20.7,68,0,15.88,41.8,96206,1917,1295,18,18-25,Female,Low,High,Bangalore,Punjabi,Parvati Paytha,Pune,Kalpana Bhel,100,4.1,20,Fast Food,Dashabhuja Ganpati Marg,46,37.62,45+ mins,37.62
High,1.50E+08,SURRES06DEL02,clear sky,Buffet,motorcycle,27,4.6,21.185.047,7.280.859,21.265.047,7.288.859,24.9,43,0,16.63,37.7,37122,1818,1.50E+08,58,46+,Female,Medium,Low,Bangalore,Chinese,Navrangpura,Ahmedabad,Yash'S Gbt,700,2.9,80,"Fast Food,Continental",Gulbai Tekra,40,33.93,31-45 mins,33.93
Very High,818C,HYDRES12DEL03,overcast clouds,Meal,scooter,20,4.8,17.429.585,78.392.621,17.519.585,78.482.621,21.23,64,0,22.36,49.65,142880,8412,818C,52,46+,Male,High,High,Bangalore,Chinese,Moti Nagar,Delhi,Budget Bite,300,2.9,80,"Chinese,Snacks,Fast Food",Kirti Nagar,74,44.685,45+ mins,44.685
High,E49,MUMRES11DEL03,smoke,Snack,motorcycle,34,4.9,18.994.237,72.825.553,19.084.237,72.915.553,28.01,57,0,17.63,50.6,20611,1827,E49,51,46+,Female,Medium,Medium,Bangalore,South Indian,Sector 7 Rohini,Delhi,Giani'S,200,4.3,100,"Ice Cream,Desserts,Beverages,Bakery",Rohini Sector 7 Sector 9 Main Road,33,45.54,31-45 mins,45.54
Very High,135A,JAPRES17DEL03,clear sky,Drinks,motorcycle,29,4.5,26.892.312,75.806.896,27.032.312,75.946.896,19.99,47,0,26.03,73.15,20611,7886,135A,19,18-25,Male,High,Medium,Bangalore,Lucknowi,Sector 7 Rohini,Delhi,Giani'S,200,4.3,100,"Ice Cream,Desserts,Beverages,Bakery",Rohini Sector 7 Sector 9 Main Road,33,65.835,31-45 mins,65.835
High,2B22,MUMRES16DEL03,smoke,Buffet,electric_scooter,24,4.6,19.120.083,72.907.385,19.210.083,72.997.385,28.04,57,0,17.77,39.15,69957,1829,2B22,32,26-35,Male,Medium,High,Bangalore,Biryani,Vesu,Surat,Grover'S Tandoori Shala,300,3.8,100,"North Indian,Mughlai,Punjabi,Chinese,Fast Food,Snacks",Aagam Arcade Vesu,57,35.235,45+ mins,35.235
High,7444,BANGRES03DEL02,haze,Meal,motorcycle,24,4.6,12.979.166,77.640.709,13.059.166,77.720.709,22.47,73,0,16.41,42.85,11729,1832,7444,38,36-45,Male,High,Medium,Bangalore,Tandoor,Teynampet,Chennai,Brijwasi Sweets,300,3.9,1000,North Indian,Eldams Road,63,38.565,45+ mins,38.565
High,1FDB,COIMBRES16DEL03,haze,Meal,motorcycle,30,4.8,11.010.375,7.695.295,11.100.375,7.704.295,26.01,73,0,19.24,46.2,29063,1834,1FDB,25,18-25,Female,Low,High,Bangalore,North Indian,Ashok Nagar,Bangalore,Misu,1300,4.4,100,"Pan-Asian,Chinese,Vietnamese,Malaysian,Desserts,Singaporean,Sushi",Central Bangalore,37,41.58,31-45 mins,41.58
Low,24B3,CHENRES14DEL02,mist,Buffet,scooter,25,5,13.026.279,80.174.568,13.046.279,80.194.568,26.42,88,0,5.86,23.5,29063,3592,24B3,38,36-45,Male,Low,Low,Bangalore,Lucknowi,Ashok Nagar,Bangalore,Misu,1300,4.4,100,"Pan-Asian,Chinese,Vietnamese,Malaysian,Desserts,Singaporean,Sushi",Central Bangalore,37,21.15,31-45 mins,21.15
